                                                       
{'loss': 7.3579, 'grad_norm': 1.4234747886657715, 'learning_rate': 0.0001455901203190861, 'epoch': 0.0}
{'loss': 6.2139, 'grad_norm': 2.8566977977752686, 'learning_rate': 0.0004273818102572297, 'epoch': 2.85}
{'loss': 6.1361, 'grad_norm': 2.800062894821167, 'learning_rate': 0.0004273507260529468, 'epoch': 2.85}
{'loss': 6.2268, 'grad_norm': 2.672196865081787, 'learning_rate': 0.0004273196364780663, 'epoch': 2.85}
{'loss': 6.2554, 'grad_norm': 2.8855326175689697, 'learning_rate': 0.0004272885415336843, 'epoch': 2.85}
{'loss': 6.15, 'grad_norm': 2.811964273452759, 'learning_rate': 0.0004272574412208968, 'epoch': 2.86}
{'loss': 6.2207, 'grad_norm': 3.041085958480835, 'learning_rate': 0.00042722633554080045, 'epoch': 2.86}
{'loss': 6.2759, 'grad_norm': 2.530885934829712, 'learning_rate': 0.00042719522449449136, 'epoch': 2.86}
{'loss': 6.2467, 'grad_norm': 2.723175287246704, 'learning_rate': 0.00042716410808306643, 'epoch': 2.86}
{'loss': 6.2741, 'grad_norm': 2.5856783390045166, 'learning_rate': 0.0004271329863076227, 'epoch': 2.86}
{'loss': 6.2756, 'grad_norm': 2.305433750152588, 'learning_rate': 0.0004271018591692571, 'epoch': 2.86}
{'loss': 6.1916, 'grad_norm': 2.440012216567993, 'learning_rate': 0.000427070726669067, 'epoch': 2.86}
{'loss': 6.2735, 'grad_norm': 2.585655927658081, 'learning_rate': 0.0004270395888081497, 'epoch': 2.86}
{'loss': 6.2864, 'grad_norm': 2.798427104949951, 'learning_rate': 0.000427008445587603, 'epoch': 2.86}
{'loss': 6.2511, 'grad_norm': 2.2391762733459473, 'learning_rate': 0.0004269772970085247, 'epoch': 2.86}
{'loss': 6.1714, 'grad_norm': 2.710228443145752, 'learning_rate': 0.00042694614307201294, 'epoch': 2.86}
{'loss': 6.2149, 'grad_norm': 2.865462303161621, 'learning_rate': 0.0004269149837791658, 'epoch': 2.86}
{'loss': 6.2118, 'grad_norm': 3.154937267303467, 'learning_rate': 0.0004268838191310818, 'epoch': 2.86}
{'loss': 6.1339, 'grad_norm': 2.6922619342803955, 'learning_rate': 0.0004268526491288594, 'epoch': 2.86}
{'loss': 6.1672, 'grad_norm': 3.575122117996216, 'learning_rate': 0.0004268214737735976, 'epoch': 2.86}
{'loss': 6.1277, 'grad_norm': 2.624220132827759, 'learning_rate': 0.0004267902930663952, 'epoch': 2.86}
{'loss': 6.2855, 'grad_norm': 2.5709731578826904, 'learning_rate': 0.00042675910700835137, 'epoch': 2.86}
{'loss': 6.2198, 'grad_norm': 2.9267189502716064, 'learning_rate': 0.0004267279156005656, 'epoch': 2.86}
{'loss': 6.2559, 'grad_norm': 2.8188533782958984, 'learning_rate': 0.0004266967188441373, 'epoch': 2.87}
{'loss': 6.2251, 'grad_norm': 2.87127685546875, 'learning_rate': 0.0004266655167401663, 'epoch': 2.87}
{'loss': 6.2015, 'grad_norm': 2.828540802001953, 'learning_rate': 0.00042663430928975245, 'epoch': 2.87}
{'loss': 6.2098, 'grad_norm': 2.855611562728882, 'learning_rate': 0.0004266030964939959, 'epoch': 2.87}
{'loss': 6.2527, 'grad_norm': 2.8958051204681396, 'learning_rate': 0.000426571878353997, 'epoch': 2.87}
{'loss': 6.1484, 'grad_norm': 2.225822687149048, 'learning_rate': 0.0004265406548708562, 'epoch': 2.87}
{'loss': 6.2037, 'grad_norm': 2.869452953338623, 'learning_rate': 0.0004265094260456741, 'epoch': 2.87}
{'loss': 6.2001, 'grad_norm': 3.5046753883361816, 'learning_rate': 0.00042647819187955163, 'epoch': 2.87}
{'loss': 6.1585, 'grad_norm': 2.5043087005615234, 'learning_rate': 0.0004264469523735899, 'epoch': 2.87}
{'loss': 6.2233, 'grad_norm': 2.510368585586548, 'learning_rate': 0.00042641570752889005, 'epoch': 2.87}
{'loss': 6.2371, 'grad_norm': 2.6584854125976562, 'learning_rate': 0.00042638445734655345, 'epoch': 2.87}
{'loss': 6.0957, 'grad_norm': 2.888725519180298, 'learning_rate': 0.0004263532018276819, 'epoch': 2.87}
{'loss': 6.19, 'grad_norm': 3.083073616027832, 'learning_rate': 0.0004263219409733772, 'epoch': 2.87}
{'loss': 6.2169, 'grad_norm': 2.6763813495635986, 'learning_rate': 0.0004262906747847411, 'epoch': 2.87}
{'loss': 6.187, 'grad_norm': 2.6137359142303467, 'learning_rate': 0.00042625940326287607, 'epoch': 2.87}
{'loss': 6.2444, 'grad_norm': 2.4224424362182617, 'learning_rate': 0.0004262281264088843, 'epoch': 2.87}
{'loss': 6.1663, 'grad_norm': 3.238751173019409, 'learning_rate': 0.0004261968442238683, 'epoch': 2.87}
{'loss': 6.1908, 'grad_norm': 2.890608549118042, 'learning_rate': 0.00042616555670893107, 'epoch': 2.88}
{'loss': 6.2385, 'grad_norm': 2.8243885040283203, 'learning_rate': 0.00042613426386517537, 'epoch': 2.88}
{'loss': 6.244, 'grad_norm': 2.843327283859253, 'learning_rate': 0.0004261029656937043, 'epoch': 2.88}
{'loss': 6.2192, 'grad_norm': 2.351297378540039, 'learning_rate': 0.0004260716621956212, 'epoch': 2.88}
{'loss': 6.1817, 'grad_norm': 2.4889447689056396, 'learning_rate': 0.00042604035337202953, 'epoch': 2.88}
{'loss': 6.3497, 'grad_norm': 2.7535417079925537, 'learning_rate': 0.00042600903922403307, 'epoch': 2.88}
{'loss': 6.2366, 'grad_norm': 2.60676908493042, 'learning_rate': 0.0004259777197527356, 'epoch': 2.88}
{'loss': 6.2745, 'grad_norm': 3.082827091217041, 'learning_rate': 0.00042594639495924133, 'epoch': 2.88}
{'loss': 6.1163, 'grad_norm': 3.224928140640259, 'learning_rate': 0.0004259150648446543, 'epoch': 2.88}
{'loss': 6.2542, 'grad_norm': 2.8805975914001465, 'learning_rate': 0.00042588372941007905, 'epoch': 2.88}
{'loss': 6.194, 'grad_norm': 2.477527141571045, 'learning_rate': 0.0004258523886566201, 'epoch': 2.88}
{'loss': 6.1826, 'grad_norm': 2.51127028465271, 'learning_rate': 0.00042582104258538243, 'epoch': 2.88}
{'loss': 6.2679, 'grad_norm': 3.136439085006714, 'learning_rate': 0.00042578969119747115, 'epoch': 2.88}
{'loss': 6.2173, 'grad_norm': 2.9790005683898926, 'learning_rate': 0.000425758334493991, 'epoch': 2.88}
{'loss': 6.1143, 'grad_norm': 2.833791732788086, 'learning_rate': 0.00042572697247604774, 'epoch': 2.88}
{'loss': 6.1941, 'grad_norm': 2.7910401821136475, 'learning_rate': 0.00042569560514474673, 'epoch': 2.88}
{'loss': 6.2574, 'grad_norm': 2.809579610824585, 'learning_rate': 0.0004256642325011937, 'epoch': 2.88}
{'loss': 6.09, 'grad_norm': 2.596567153930664, 'learning_rate': 0.0004256328545464948, 'epoch': 2.89}
{'loss': 6.2585, 'grad_norm': 2.423776388168335, 'learning_rate': 0.00042560147128175603, 'epoch': 2.89}
{'loss': 6.2198, 'grad_norm': 2.4440155029296875, 'learning_rate': 0.0004255700827080836, 'epoch': 2.89}
{'loss': 6.1744, 'grad_norm': 2.720524787902832, 'learning_rate': 0.0004255386888265842, 'epoch': 2.89}
{'loss': 6.2004, 'grad_norm': 2.7082271575927734, 'learning_rate': 0.0004255072896383643, 'epoch': 2.89}
{'loss': 6.1852, 'grad_norm': 3.2524540424346924, 'learning_rate': 0.0004254758851445309, 'epoch': 2.89}
{'loss': 6.2345, 'grad_norm': 2.4890644550323486, 'learning_rate': 0.00042544447534619104, 'epoch': 2.89}
{'loss': 6.123, 'grad_norm': 2.3812129497528076, 'learning_rate': 0.0004254130602444519, 'epoch': 2.89}
{'loss': 6.1722, 'grad_norm': 2.5282280445098877, 'learning_rate': 0.00042538163984042106, 'epoch': 2.89}
{'loss': 6.2144, 'grad_norm': 2.858381509780884, 'learning_rate': 0.00042535021413520605, 'epoch': 2.89}
{'loss': 6.2578, 'grad_norm': 2.798814058303833, 'learning_rate': 0.0004253187831299146, 'epoch': 2.89}
{'loss': 6.1969, 'grad_norm': 2.7137560844421387, 'learning_rate': 0.0004252873468256547, 'epoch': 2.89}
{'loss': 6.1965, 'grad_norm': 2.567741870880127, 'learning_rate': 0.0004252559052235348, 'epoch': 2.89}
{'loss': 6.2092, 'grad_norm': 2.9528656005859375, 'learning_rate': 0.00042522445832466287, 'epoch': 2.89}
{'loss': 6.3445, 'grad_norm': 3.069287061691284, 'learning_rate': 0.0004251930061301477, 'epoch': 2.89}
{'loss': 6.2074, 'grad_norm': 2.8018877506256104, 'learning_rate': 0.00042516154864109807, 'epoch': 2.89}
{'loss': 6.172, 'grad_norm': 2.776388168334961, 'learning_rate': 0.00042513008585862275, 'epoch': 2.89}
{'loss': 6.2545, 'grad_norm': 3.267773151397705, 'learning_rate': 0.00042509861778383093, 'epoch': 2.9}
{'loss': 6.1428, 'grad_norm': 3.1322295665740967, 'learning_rate': 0.00042506714441783186, 'epoch': 2.9}
{'loss': 6.1957, 'grad_norm': 2.690354347229004, 'learning_rate': 0.00042503566576173506, 'epoch': 2.9}
{'loss': 6.2145, 'grad_norm': 2.7231597900390625, 'learning_rate': 0.00042500418181665026, 'epoch': 2.9}
{'loss': 6.1934, 'grad_norm': 2.5631916522979736, 'learning_rate': 0.00042497269258368726, 'epoch': 2.9}
{'loss': 6.1759, 'grad_norm': 2.951467275619507, 'learning_rate': 0.00042494119806395605, 'epoch': 2.9}
{'loss': 6.2354, 'grad_norm': 2.558567523956299, 'learning_rate': 0.00042490969825856697, 'epoch': 2.9}
{'eval_loss': 6.187779426574707, 'eval_runtime': 49.7121, 'eval_samples_per_second': 20.116, 'eval_steps_per_second': 5.029, 'epoch': 2.9}
{'loss': 6.1151, 'grad_norm': 2.921288013458252, 'learning_rate': 0.00042487819316863024, 'epoch': 2.9}
{'loss': 6.1521, 'grad_norm': 2.6876697540283203, 'learning_rate': 0.0004248466827952568, 'epoch': 2.9}
{'loss': 6.2293, 'grad_norm': 3.0051305294036865, 'learning_rate': 0.00042481516713955707, 'epoch': 2.9}
{'loss': 6.1501, 'grad_norm': 2.60821795463562, 'learning_rate': 0.0004247836462026423, 'epoch': 2.9}
{'loss': 6.1381, 'grad_norm': 2.5092990398406982, 'learning_rate': 0.00042475211998562346, 'epoch': 2.9}
{'loss': 6.1921, 'grad_norm': 3.2534971237182617, 'learning_rate': 0.00042472058848961214, 'epoch': 2.9}
{'loss': 6.1273, 'grad_norm': 2.593224287033081, 'learning_rate': 0.0004246890517157196, 'epoch': 2.9}
{'loss': 6.2284, 'grad_norm': 2.6200568675994873, 'learning_rate': 0.00042465750966505766, 'epoch': 2.9}
{'loss': 6.1843, 'grad_norm': 3.0893707275390625, 'learning_rate': 0.0004246259623387383, 'epoch': 2.9}
{'loss': 6.2592, 'grad_norm': 2.331256866455078, 'learning_rate': 0.0004245944097378736, 'epoch': 2.9}
{'loss': 6.1353, 'grad_norm': 2.692370653152466, 'learning_rate': 0.00042456285186357574, 'epoch': 2.9}
{'loss': 6.2091, 'grad_norm': 2.5501153469085693, 'learning_rate': 0.0004245312887169572, 'epoch': 2.91}
{'loss': 6.2231, 'grad_norm': 2.878462314605713, 'learning_rate': 0.00042449972029913073, 'epoch': 2.91}
{'loss': 6.1867, 'grad_norm': 2.9292497634887695, 'learning_rate': 0.00042446814661120907, 'epoch': 2.91}
{'loss': 6.2681, 'grad_norm': 2.9536221027374268, 'learning_rate': 0.00042443656765430533, 'epoch': 2.91}
{'loss': 6.296, 'grad_norm': 2.6065990924835205, 'learning_rate': 0.0004244049834295326, 'epoch': 2.91}
{'loss': 6.1659, 'grad_norm': 2.655911922454834, 'learning_rate': 0.0004243733939380043, 'epoch': 2.91}
{'loss': 6.3375, 'grad_norm': 2.6190719604492188, 'learning_rate': 0.0004243417991808341, 'epoch': 2.91}
{'loss': 6.2259, 'grad_norm': 2.4980318546295166, 'learning_rate': 0.0004243101991591357, 'epoch': 2.91}
{'loss': 6.1889, 'grad_norm': 2.811213493347168, 'learning_rate': 0.00042427859387402314, 'epoch': 2.91}
{'loss': 6.181, 'grad_norm': 3.0510995388031006, 'learning_rate': 0.0004242469833266103, 'epoch': 2.91}
{'loss': 6.2492, 'grad_norm': 2.9709010124206543, 'learning_rate': 0.00042421536751801177, 'epoch': 2.91}
{'loss': 6.2274, 'grad_norm': 2.6184651851654053, 'learning_rate': 0.0004241837464493419, 'epoch': 2.91}
{'loss': 6.2298, 'grad_norm': 2.6117327213287354, 'learning_rate': 0.00042415212012171554, 'epoch': 2.91}
{'loss': 6.1791, 'grad_norm': 2.521726131439209, 'learning_rate': 0.00042412048853624737, 'epoch': 2.91}
{'loss': 6.2218, 'grad_norm': 2.7502593994140625, 'learning_rate': 0.0004240888516940526, 'epoch': 2.91}
{'loss': 6.1389, 'grad_norm': 3.0100653171539307, 'learning_rate': 0.00042405720959624643, 'epoch': 2.91}
{'loss': 6.2449, 'grad_norm': 2.8569517135620117, 'learning_rate': 0.00042402556224394424, 'epoch': 2.91}
{'loss': 6.2027, 'grad_norm': 2.537789821624756, 'learning_rate': 0.0004239939096382617, 'epoch': 2.92}
{'loss': 6.2074, 'grad_norm': 2.5992119312286377, 'learning_rate': 0.0004239622517803146, 'epoch': 2.92}
{'loss': 6.2296, 'grad_norm': 2.7849020957946777, 'learning_rate': 0.000423930588671219, 'epoch': 2.92}
{'loss': 6.179, 'grad_norm': 2.543799877166748, 'learning_rate': 0.000423898920312091, 'epoch': 2.92}
{'loss': 6.1783, 'grad_norm': 3.018056631088257, 'learning_rate': 0.00042386724670404687, 'epoch': 2.92}
{'loss': 6.1911, 'grad_norm': 2.473928451538086, 'learning_rate': 0.0004238355678482033, 'epoch': 2.92}
{'loss': 6.2111, 'grad_norm': 2.655404806137085, 'learning_rate': 0.000423803883745677, 'epoch': 2.92}
{'loss': 6.2767, 'grad_norm': 2.7807908058166504, 'learning_rate': 0.00042377219439758483, 'epoch': 2.92}
{'loss': 6.1266, 'grad_norm': 3.031815528869629, 'learning_rate': 0.0004237404998050439, 'epoch': 2.92}
{'loss': 6.1613, 'grad_norm': 2.937593460083008, 'learning_rate': 0.0004237087999691715, 'epoch': 2.92}
{'loss': 6.3106, 'grad_norm': 2.690483808517456, 'learning_rate': 0.0004236770948910852, 'epoch': 2.92}
{'loss': 6.2483, 'grad_norm': 2.624117612838745, 'learning_rate': 0.0004236453845719024, 'epoch': 2.92}
{'loss': 6.2714, 'grad_norm': 2.594724416732788, 'learning_rate': 0.0004236136690127412, 'epoch': 2.92}
{'loss': 6.1649, 'grad_norm': 2.7464632987976074, 'learning_rate': 0.0004235819482147195, 'epoch': 2.92}
{'loss': 6.2154, 'grad_norm': 2.784557580947876, 'learning_rate': 0.0004235502221789555, 'epoch': 2.92}
{'loss': 6.1541, 'grad_norm': 2.5792911052703857, 'learning_rate': 0.0004235184909065676, 'epoch': 2.92}
{'loss': 6.2585, 'grad_norm': 2.7537686824798584, 'learning_rate': 0.0004234867543986744, 'epoch': 2.92}
{'loss': 6.2632, 'grad_norm': 2.685979127883911, 'learning_rate': 0.0004234550126563947, 'epoch': 2.93}
{'loss': 6.2151, 'grad_norm': 2.8897812366485596, 'learning_rate': 0.0004234232656808473, 'epoch': 2.93}
{'loss': 6.3066, 'grad_norm': 2.686655044555664, 'learning_rate': 0.00042339151347315154, 'epoch': 2.93}
{'loss': 6.1343, 'grad_norm': 7.86699914932251, 'learning_rate': 0.0004233597560344265, 'epoch': 2.93}
{'loss': 6.2131, 'grad_norm': 3.0373783111572266, 'learning_rate': 0.0004233279933657918, 'epoch': 2.93}
{'loss': 6.2784, 'grad_norm': 2.627864122390747, 'learning_rate': 0.00042329622546836716, 'epoch': 2.93}
{'loss': 6.1207, 'grad_norm': 2.826580762863159, 'learning_rate': 0.00042326445234327256, 'epoch': 2.93}
{'loss': 6.1814, 'grad_norm': 2.9774649143218994, 'learning_rate': 0.0004232326739916277, 'epoch': 2.93}
{'loss': 6.2949, 'grad_norm': 2.3928592205047607, 'learning_rate': 0.00042320089041455306, 'epoch': 2.93}
{'loss': 6.1436, 'grad_norm': 3.0652897357940674, 'learning_rate': 0.0004231691016131691, 'epoch': 2.93}
{'loss': 6.1428, 'grad_norm': 2.789113998413086, 'learning_rate': 0.0004231373075885963, 'epoch': 2.93}
{'loss': 6.2773, 'grad_norm': 3.0015604496002197, 'learning_rate': 0.0004231055083419554, 'epoch': 2.93}
{'loss': 6.2525, 'grad_norm': 2.5692496299743652, 'learning_rate': 0.0004230737038743675, 'epoch': 2.93}
{'loss': 6.2868, 'grad_norm': 3.0186522006988525, 'learning_rate': 0.00042304189418695373, 'epoch': 2.93}
{'loss': 6.2058, 'grad_norm': 2.590188980102539, 'learning_rate': 0.0004230100792808354, 'epoch': 2.93}
{'loss': 6.222, 'grad_norm': 2.9405722618103027, 'learning_rate': 0.0004229782591571341, 'epoch': 2.93}
{'loss': 6.2923, 'grad_norm': 2.6853928565979004, 'learning_rate': 0.00042294643381697144, 'epoch': 2.93}
{'loss': 6.2215, 'grad_norm': 3.0395660400390625, 'learning_rate': 0.00042291460326146935, 'epoch': 2.94}
{'loss': 6.2575, 'grad_norm': 3.0128183364868164, 'learning_rate': 0.0004228827674917499, 'epoch': 2.94}
{'loss': 6.2209, 'grad_norm': 2.7406868934631348, 'learning_rate': 0.0004228509265089355, 'epoch': 2.94}
{'loss': 6.158, 'grad_norm': 2.3262486457824707, 'learning_rate': 0.00042281908031414835, 'epoch': 2.94}
{'loss': 6.1762, 'grad_norm': 2.671018600463867, 'learning_rate': 0.0004227872289085112, 'epoch': 2.94}
{'loss': 6.3276, 'grad_norm': 2.6691267490386963, 'learning_rate': 0.00042275537229314686, 'epoch': 2.94}
{'loss': 6.1727, 'grad_norm': 2.521301507949829, 'learning_rate': 0.0004227235104691784, 'epoch': 2.94}
{'loss': 6.1855, 'grad_norm': 2.7675564289093018, 'learning_rate': 0.00042269164343772877, 'epoch': 2.94}
{'loss': 6.1728, 'grad_norm': 2.8936614990234375, 'learning_rate': 0.00042265977119992156, 'epoch': 2.94}
{'loss': 6.3055, 'grad_norm': 2.8451461791992188, 'learning_rate': 0.00042262789375688015, 'epoch': 2.94}
{'loss': 6.2891, 'grad_norm': 2.600944757461548, 'learning_rate': 0.00042259601110972844, 'epoch': 2.94}
{'loss': 6.2266, 'grad_norm': 2.850454568862915, 'learning_rate': 0.00042256412325959025, 'epoch': 2.94}
{'loss': 6.1645, 'grad_norm': 2.4659814834594727, 'learning_rate': 0.0004225322302075896, 'epoch': 2.94}
{'loss': 6.1693, 'grad_norm': 2.746612310409546, 'learning_rate': 0.0004225003319548509, 'epoch': 2.94}
{'loss': 6.2495, 'grad_norm': 2.989880084991455, 'learning_rate': 0.0004224684285024986, 'epoch': 2.94}
{'loss': 6.2643, 'grad_norm': 2.541381597518921, 'learning_rate': 0.0004224365198516572, 'epoch': 2.94}
{'loss': 6.2704, 'grad_norm': 2.7281198501586914, 'learning_rate': 0.00042240460600345166, 'epoch': 2.94}
{'loss': 6.1515, 'grad_norm': 2.6259765625, 'learning_rate': 0.00042237268695900705, 'epoch': 2.94}
{'loss': 6.1941, 'grad_norm': 2.900128126144409, 'learning_rate': 0.00042234076271944836, 'epoch': 2.95}
{'loss': 6.2899, 'grad_norm': 2.7185018062591553, 'learning_rate': 0.0004223088332859012, 'epoch': 2.95}
{'loss': 6.2051, 'grad_norm': 2.8340604305267334, 'learning_rate': 0.0004222768986594909, 'epoch': 2.95}
{'loss': 6.187, 'grad_norm': 2.563337564468384, 'learning_rate': 0.00042224495884134346, 'epoch': 2.95}
{'loss': 6.1787, 'grad_norm': 2.990387201309204, 'learning_rate': 0.0004222130138325846, 'epoch': 2.95}
{'loss': 6.2154, 'grad_norm': 2.637824773788452, 'learning_rate': 0.0004221810636343405, 'epoch': 2.95}
{'loss': 6.1717, 'grad_norm': 2.6553192138671875, 'learning_rate': 0.00042214910824773746, 'epoch': 2.95}
{'loss': 6.2431, 'grad_norm': 2.533796787261963, 'learning_rate': 0.000422117147673902, 'epoch': 2.95}
{'loss': 6.2214, 'grad_norm': 3.2800331115722656, 'learning_rate': 0.0004220851819139607, 'epoch': 2.95}
{'loss': 6.1894, 'grad_norm': 2.9024786949157715, 'learning_rate': 0.0004220532109690405, 'epoch': 2.95}
{'loss': 6.22, 'grad_norm': 2.6274948120117188, 'learning_rate': 0.0004220212348402683, 'epoch': 2.95}
{'loss': 6.2255, 'grad_norm': 2.8032257556915283, 'learning_rate': 0.00042198925352877133, 'epoch': 2.95}
{'loss': 6.2292, 'grad_norm': 3.1264023780822754, 'learning_rate': 0.00042195726703567703, 'epoch': 2.95}
{'loss': 6.1444, 'grad_norm': 2.8882765769958496, 'learning_rate': 0.000421925275362113, 'epoch': 2.95}
{'loss': 6.1842, 'grad_norm': 3.1720221042633057, 'learning_rate': 0.00042189327850920697, 'epoch': 2.95}
{'loss': 6.3146, 'grad_norm': 2.532844305038452, 'learning_rate': 0.0004218612764780868, 'epoch': 2.95}
{'loss': 6.2306, 'grad_norm': 2.5441842079162598, 'learning_rate': 0.0004218292692698808, 'epoch': 2.95}
{'loss': 6.2341, 'grad_norm': 2.6918716430664062, 'learning_rate': 0.0004217972568857171, 'epoch': 2.96}
{'loss': 6.1975, 'grad_norm': 2.955188274383545, 'learning_rate': 0.0004217652393267242, 'epoch': 2.96}
{'loss': 6.1658, 'grad_norm': 2.5091707706451416, 'learning_rate': 0.0004217332165940307, 'epoch': 2.96}
{'eval_loss': 6.189845561981201, 'eval_runtime': 49.6602, 'eval_samples_per_second': 20.137, 'eval_steps_per_second': 5.034, 'epoch': 2.96}
{'loss': 6.1888, 'grad_norm': 2.6806764602661133, 'learning_rate': 0.0004217011886887658, 'epoch': 2.96}
{'loss': 6.2208, 'grad_norm': 2.8080523014068604, 'learning_rate': 0.0004216691556120581, 'epoch': 2.96}
{'loss': 6.2095, 'grad_norm': 2.6967039108276367, 'learning_rate': 0.00042163711736503706, 'epoch': 2.96}
{'loss': 6.2543, 'grad_norm': 3.158032178878784, 'learning_rate': 0.000421605073948832, 'epoch': 2.96}
{'loss': 6.1665, 'grad_norm': 2.5277578830718994, 'learning_rate': 0.00042157302536457254, 'epoch': 2.96}
{'loss': 6.1893, 'grad_norm': 2.483379602432251, 'learning_rate': 0.00042154097161338847, 'epoch': 2.96}
{'loss': 6.1925, 'grad_norm': 2.528604507446289, 'learning_rate': 0.0004215089126964096, 'epoch': 2.96}
{'loss': 6.2899, 'grad_norm': 2.834043264389038, 'learning_rate': 0.0004214768486147662, 'epoch': 2.96}
{'loss': 6.2362, 'grad_norm': 2.642249584197998, 'learning_rate': 0.00042144477936958855, 'epoch': 2.96}
{'loss': 6.2007, 'grad_norm': 2.5033681392669678, 'learning_rate': 0.00042141270496200703, 'epoch': 2.96}
{'loss': 6.2118, 'grad_norm': 2.88893723487854, 'learning_rate': 0.0004213806253931525, 'epoch': 2.96}
{'loss': 6.1786, 'grad_norm': 2.7504351139068604, 'learning_rate': 0.0004213485406641556, 'epoch': 2.96}
{'loss': 6.1956, 'grad_norm': 3.0608279705047607, 'learning_rate': 0.00042131645077614756, 'epoch': 2.96}
{'loss': 6.1459, 'grad_norm': 2.5367188453674316, 'learning_rate': 0.0004212843557302594, 'epoch': 2.96}
{'loss': 6.158, 'grad_norm': 2.8001387119293213, 'learning_rate': 0.00042125225552762277, 'epoch': 2.97}
{'loss': 6.205, 'grad_norm': 2.5970304012298584, 'learning_rate': 0.00042122015016936906, 'epoch': 2.97}
{'loss': 6.1584, 'grad_norm': 2.400811195373535, 'learning_rate': 0.00042118803965662994, 'epoch': 2.97}
{'loss': 6.2211, 'grad_norm': 2.6875574588775635, 'learning_rate': 0.00042115592399053766, 'epoch': 2.97}
{'loss': 6.2844, 'grad_norm': 2.7507026195526123, 'learning_rate': 0.00042112380317222423, 'epoch': 2.97}
{'loss': 6.1718, 'grad_norm': 2.783596992492676, 'learning_rate': 0.0004210916772028218, 'epoch': 2.97}
{'loss': 6.0747, 'grad_norm': 2.8680062294006348, 'learning_rate': 0.00042105954608346295, 'epoch': 2.97}
{'loss': 6.196, 'grad_norm': 2.8857009410858154, 'learning_rate': 0.00042102740981528054, 'epoch': 2.97}
{'loss': 6.1886, 'grad_norm': 2.4649739265441895, 'learning_rate': 0.0004209952683994071, 'epoch': 2.97}
{'loss': 6.2459, 'grad_norm': 2.9774811267852783, 'learning_rate': 0.00042096312183697595, 'epoch': 2.97}
{'loss': 6.2641, 'grad_norm': 2.6307320594787598, 'learning_rate': 0.00042093097012912013, 'epoch': 2.97}
{'loss': 6.2605, 'grad_norm': 2.939944267272949, 'learning_rate': 0.00042089881327697306, 'epoch': 2.97}
{'loss': 6.135, 'grad_norm': 3.6108596324920654, 'learning_rate': 0.00042086665128166834, 'epoch': 2.97}
{'loss': 6.2918, 'grad_norm': 2.7192537784576416, 'learning_rate': 0.0004208344841443398, 'epoch': 2.97}
{'loss': 6.2661, 'grad_norm': 2.5940563678741455, 'learning_rate': 0.00042080231186612127, 'epoch': 2.97}
{'loss': 6.2348, 'grad_norm': 2.75146222114563, 'learning_rate': 0.0004207701344481469, 'epoch': 2.97}
{'loss': 6.2063, 'grad_norm': 3.1194028854370117, 'learning_rate': 0.000420737951891551, 'epoch': 2.97}
{'loss': 6.1871, 'grad_norm': 2.9481399059295654, 'learning_rate': 0.00042070576419746817, 'epoch': 2.98}
{'loss': 6.2204, 'grad_norm': 3.04380202293396, 'learning_rate': 0.0004206735713670329, 'epoch': 2.98}
{'loss': 6.2171, 'grad_norm': 2.8454723358154297, 'learning_rate': 0.0004206413734013801, 'epoch': 2.98}
{'loss': 6.29, 'grad_norm': 2.43428111076355, 'learning_rate': 0.00042060917030164487, 'epoch': 2.98}
{'loss': 6.2291, 'grad_norm': 2.9222970008850098, 'learning_rate': 0.0004205769620689623, 'epoch': 2.98}
{'loss': 6.3431, 'grad_norm': 3.0851941108703613, 'learning_rate': 0.00042054474870446785, 'epoch': 2.98}
{'loss': 6.193, 'grad_norm': 2.880460739135742, 'learning_rate': 0.0004205125302092971, 'epoch': 2.98}
{'loss': 6.2263, 'grad_norm': 3.0315494537353516, 'learning_rate': 0.00042048030658458567, 'epoch': 2.98}
{'loss': 6.1522, 'grad_norm': 2.8682971000671387, 'learning_rate': 0.00042044807783146975, 'epoch': 2.98}
{'loss': 6.156, 'grad_norm': 3.2239670753479004, 'learning_rate': 0.0004204158439510852, 'epoch': 2.98}
{'loss': 6.2225, 'grad_norm': 3.0594468116760254, 'learning_rate': 0.00042038360494456854, 'epoch': 2.98}
{'loss': 6.2049, 'grad_norm': 2.6872737407684326, 'learning_rate': 0.000420351360813056, 'epoch': 2.98}
{'loss': 6.2938, 'grad_norm': 2.9287405014038086, 'learning_rate': 0.00042031911155768437, 'epoch': 2.98}
{'loss': 6.1283, 'grad_norm': 2.57576847076416, 'learning_rate': 0.0004202868571795905, 'epoch': 2.98}
{'loss': 6.081, 'grad_norm': 3.207479953765869, 'learning_rate': 0.00042025459767991143, 'epoch': 2.98}
{'loss': 6.2063, 'grad_norm': 2.972219944000244, 'learning_rate': 0.00042022233305978417, 'epoch': 2.98}
{'loss': 6.2447, 'grad_norm': 2.496098518371582, 'learning_rate': 0.00042019006332034644, 'epoch': 2.98}
{'loss': 6.1447, 'grad_norm': 2.368253469467163, 'learning_rate': 0.00042015778846273547, 'epoch': 2.98}
{'loss': 6.1654, 'grad_norm': 2.5910086631774902, 'learning_rate': 0.0004201255084880891, 'epoch': 2.99}
{'loss': 6.1195, 'grad_norm': 2.8875839710235596, 'learning_rate': 0.0004200932233975452, 'epoch': 2.99}
{'loss': 6.2224, 'grad_norm': 2.7717766761779785, 'learning_rate': 0.0004200609331922421, 'epoch': 2.99}
